id,title,series,author,publisher
660,サム・ホーソーンの事件簿Ⅰ,nan,エドワード.D.ホック,創元推理文庫
661,サム・ホーソーンの事件簿Ⅲ,nan,エドワード.D.ホック,創元推理文庫
662,侵入社員(上),nan,ジョゼフ・フィンダー,新潮文庫
663,侵入社員(下),nan,ジョゼフ・フィンダー,新潮文庫
664,解雇通告(上),nan,ジョゼフ・フィンダー,新潮文庫
665,解雇通告(下),nan,ジョゼフ・フィンダー,新潮文庫
666,弁護士は奇策で勝負する,nan,デイヴィッド・ローゼンフェルト,文春文庫
667,２分間ミステリ,nan,ドナルド.Ｊ.ソボル,ハヤカワ文庫
668,もっと２分間ミステリ,nan,ドナルド.Ｊ.ソボル,ハヤカワ文庫
669,まだまだ２分間ミステリ,nan,ドナルド.Ｊ.ソボル,ハヤカワ文庫
670,土曜日ラビは空腹だった,nan,ハリイ・ケメルマン,ハヤカワ・ミステリ文庫
671,九マイルは遠すぎる,nan,ハリイ・ケメルマン,ハヤカワ文庫
672,車輪の下,nan,ヘルマン・ヘッセ,新潮文庫
673,パンプルムース氏のおすすめ料理,nan,マイケル・ボンド,創元推理文庫
674,パンプルムース氏の秘密任務,nan,マイケル・ボンド,創元推理文庫
675,パンプルムース家の犬,nan,マイケル・ボンド,創元推理文庫
676,パンプルムース氏のダイエット,nan,マイケル・ボンド,創元推理文庫
677,パンプルムース氏と飛行船,nan,マイケル・ボンド,創元推理文庫
678,パンプルムース氏対ハッカー,nan,マイケル・ボンド,創元推理文庫
679,パンプルムース氏の晩餐会,nan,マイケル・ボンド,創元推理文庫
680,悪党パーカー/犯罪組織,nan,リチャード・スターク(D.E.ウェストレイク),ハヤカワ・ミステリ文庫
681,悪党パーカー/弔いの像,nan,リチャード・スターク(D.E.ウェストレイク),ハヤカワ・ミステリ文庫
682,悪党パーカー/襲撃,nan,リチャード・スターク(D.E.ウェストレイク),ハヤカワ・ミステリ文庫
683,悪党パーカー/人狩り,nan,リチャード・スターク(D.E.ウェストレイク),ハヤカワ文庫
684,悪党パーカー/エンジェル,nan,リチャード・スターク(D.E.ウェストレイク),ハヤカワ文庫
685,悪党パーカー/地獄の分け前,nan,リチャード・スターク(D.E.ウェストレイク),ハヤカワ文庫
686,次郎物語(下),nan,下村湖人,角川文庫
687,次郎物語(上),nan,下村湖人,角川文庫
688,日銀ダイヤ作戦,伊達邦彦全集4,大藪春彦,光文社文庫
689,諜報局破壊班員,伊達邦彦全集3,大藪春彦,光文社文庫
690,不屈の野獣,伊達邦彦全集6,大藪春彦,光文社文庫
691,野獣は、死なず,伊達邦彦全集9,大藪春彦,光文社文庫
692,レイクサイド,nan,東野圭吾,文春文庫
693,浪花少年探偵団,nan,東野圭吾,講談社文庫
694,時生,nan,東野圭吾,講談社文庫
695,仮面山荘殺人事件,nan,東野圭吾,講談社文庫
696,犯人のいない殺人の夜,nan,東野圭吾,光文社文庫
697,新源氏物語(上),nan,田辺聖子,新潮文庫
698,新源氏物語(中),nan,田辺聖子,新潮文庫
699,新源氏物語(下),nan,田辺聖子,新潮文庫
700,宇宙の小石,nan,アイザック・アシモフ,ハヤカワ文庫
701,神々自身,nan,アイザック・アシモフ,ハヤカワ文庫
702,火星人の方法,nan,アイザック・アシモフ,ハヤカワ文庫
703,夜来たる,nan,アイザック・アシモフ,ハヤカワ文庫
704,銀河帝国の興亡1,nan,アイザック・アシモフ,創元推理文庫
705,銀河帝国の興亡2,nan,アイザック・アシモフ,創元推理文庫
706,銀河帝国の興亡3,nan,アイザック・アシモフ,創元推理文庫
707,透明人間,nan,H.G.ウェルズ,創元推理文庫
708,未来の二つの顔,nan,J.P.ホーガン,創元推理文庫
709,未来からのホットライン,nan,J.P.ホーガン,創元推理文庫
710,造物主の掟,nan,J.P.ホーガン,創元推理文庫
711,異星の客,nan,R.A.ハインライン,創元推理文庫
712,どろぼう熊の惑星,nan,R.A.ラファティ,ハヤカワ文庫
713,SF9つの犯罪,nan,アシモフ他,新潮文庫
714,渇きの海,nan,アーサー.C.クラーク,ハヤカワ文庫
715,10の世界の物語,nan,アーサー.C.クラーク,ハヤカワ文庫
716,地球帝国,nan,アーサー.C.クラーク,ハヤカワ文庫
717,渚にて,nan,ネビル・シュート,創元推理文庫
718,重力への挑戦,nan,ハル・クレメント,創元推理文庫
719,20億の針,nan,ハル・クレメント,創元推理文庫
720,一千億の針,nan,ハル・クレメント,創元推理文庫
721,窒素固定世界,nan,ハル・クレメント,創元推理文庫
722,アンドロイドは電気羊の夢を見るか？,nan,フィリップ.K.ディック,ハヤカワ文庫
723,22世紀の酔っぱらい,nan,フレデリック・ポール,ハヤカワ文庫
724,未来世界から来た男,nan,フレドリック・ブラウン,創元推理文庫
725,時間外世界,nan,ラリィ・ニーヴン,ハヤカワ文庫
726,インテグラル・ツリー,nan,ラリィ・ニーヴン,ハヤカワ文庫
727,中性子星,nan,ラリィ・ニーヴン,ハヤカワ文庫
728,不完全な死体,nan,ラリィ・ニーヴン,創元推理文庫
729,ラッカー奇想博覧会,nan,ルーディ・ラッカー,ハヤカワ文庫
730,宇宙の果てを超えて,nan,レイ・カミングス,ハヤカワ文庫
731,華氏四五一度,nan,レイ・ブラッドベリ,ハヤカワ文庫
732,銀河ヒッチハイク・ガイド,ergo42,D.アダムス,河出文庫
733,ミレニアム1ドラゴン・タトゥーの女（上）,nan,スティーグ・ラーソン,早川書房
734,ミレニアム1ドラゴン・タトゥーの女（下）,nan,スティーグ・ラーソン,早川書房
735,ミレニアム2火と戯れる女（上）,nan,スティーグ・ラーソン,早川書房
736,ミレニアム2火と戯れる女（下）,nan,スティーグ・ラーソン,早川書房
737,ミレニアム3眠れる女と狂卓の騎士（上）,nan,スティーグ・ラーソン,早川書房
738,ミレニアム3眠れる女と狂卓の騎士（下）,nan,スティーグ・ラーソン,早川書房
739,徳川家康(1),nan,山岡荘八,講談社
740,徳川家康(2),nan,山岡荘八,講談社
741,徳川家康(3),nan,山岡荘八,講談社
742,徳川家康(4),nan,山岡荘八,講談社
743,徳川家康(5),nan,山岡荘八,講談社
744,徳川家康(6),nan,山岡荘八,講談社
745,徳川家康(7),nan,山岡荘八,講談社
746,徳川家康(8),nan,山岡荘八,講談社
747,徳川家康(9),nan,山岡荘八,講談社
748,徳川家康(10),nan,山岡荘八,講談社
749,徳川家康(11),nan,山岡荘八,講談社
750,徳川家康(12),nan,山岡荘八,講談社
751,徳川家康(13),nan,山岡荘八,講談社
752,徳川家康(14),nan,山岡荘八,講談社
753,徳川家康(15),nan,山岡荘八,講談社
754,徳川家康(16),nan,山岡荘八,講談社
755,徳川家康(17),nan,山岡荘八,講談社
756,徳川家康(18),nan,山岡荘八,講談社
757,徳川家康(19),nan,山岡荘八,講談社
758,徳川家康(20),nan,山岡荘八,講談社
759,徳川家康(21),nan,山岡荘八,講談社
760,徳川家康(22),nan,山岡荘八,講談社
761,徳川家康(23),nan,山岡荘八,講談社
762,徳川家康(24),nan,山岡荘八,講談社
763,徳川家康(25),nan,山岡荘八,講談社
764,徳川家康(26),nan,山岡荘八,講談社
765,吠える犬,ペリイ・メイスンシリーズ,E.S.ガードナー,創元推理文庫
766,影をみせた女,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
767,脅迫された継娘,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
768,向こうみずな離婚者,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
769,つかみそこねた幸運,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
770,使いこまれた財産,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
771,美しい乞食,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
772,うかつなキューピッド,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
773,すばらしいペテン,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
774,囲いのなかの女,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
775,延期された殺人,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
