id,title,series,author,publisher
1,怒りっぽい女,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
2,奇妙な花嫁,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
3,義眼殺人事件,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
4,門番の飼猫,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
5,夢遊病者の姪,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
6,どもりの主教,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
7,カナリヤの爪,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
8,危険な未亡人,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
9,ころがるダイス,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
10,餌のついた釣針,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
11,おとなしい共同経営者,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
12,検事他殺を主張する,ダグラス・セルビイ・シリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
13,そそっかしい小猫,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
14,傾いたローソク,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
15,殴られたブロンド,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
16,黒い金魚,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
17,五人目のブルネット,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
18,検事出廷す,ダグラス・セルビイ・シリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
19,孤独な女相続人,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
20,放浪処女事件,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
21,怪しい花婿,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
22,用心ぶかい浮気女,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
23,あわてた人魚,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
24,片目の証人,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
25,光る指先,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
26,嘲笑うゴリラ,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
27,緑色の眼の女,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
28,落着かぬ赤毛,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
29,駆け出した死体,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
30,レスター・リースの冒険,nan,E.S.ガードナー,ハヤカワ・ミステリ文庫
31,日光浴者の日記,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
32,臆病な共犯者,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
33,怯えるタイピスト,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
34,運のいい敗北者,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
35,大胆なおとり,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
36,カレンダー・ガール,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
37,恐ろしい玩具,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
38,歌うスカート,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
39,車椅子に乗った女,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
40,重婚した夫,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
41,あつかいにくいモデル,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
42,氷のような手,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
43,ブロンドの鉱脈,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
44,恋におちた伯母,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
45,不安な遺産相続人,ペリイ・メイスンシリーズ,E.S.ガードナー,ハヤカワ・ミステリ文庫
46,ビロードの爪,ペリイ・メイスンシリーズ,E.S.ガードナー,新潮文庫
47,幸運な足の娘,ペリイ・メイスンシリーズ,E.S.ガードナー,創元推理文庫
48,これは殺人だ！,nan,E.S.ガードナー,創元推理文庫
49,忘れられた殺人,nan,E.S.ガードナー,創元推理文庫
50,憑かれた夫,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
51,埋められた時計,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
52,もの憂げな恋人,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
53,色っぽい幽霊,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
54,とりすました被告,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
55,メッキした百合,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
56,待ち伏せていた狼,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
57,瓜二つの娘,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
58,無軌道な人形,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
59,美人コンテストの女王,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
60,悩むウェイトレス,ペリイ・メイスンシリーズ,E.S.ガードナー,早川書房
61,レッド・オクトーバーを追え(上),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
62,レッド・オクトーバーを追え(下),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
63,レッド・ストーム作戦発動(上),nan,T.クランシー,新潮文庫
64,レッド・ストーム作戦発動(下),nan,T.クランシー,新潮文庫
65,愛国者のゲーム(上),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
66,愛国者のゲーム(下),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
67,クレムリンの枢機卿(上),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
68,クレムリンの枢機卿(下),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
69,いま、そこにある危機(上),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
70,いま、そこにある危機(下),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
71,恐怖の総和(上),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
72,恐怖の総和(下),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
73,日米開戦(上),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
74,日米開戦(下),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
75,容赦なく(上),nan,T.クランシー,新潮文庫
76,容赦なく(下),nan,T.クランシー,新潮文庫
77,合衆国崩壊１,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
78,合衆国崩壊２,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
79,合衆国崩壊３,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
80,合衆国崩壊４,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
81,レインボー・シックス１,nan,T.クランシー,新潮文庫
82,レインボー・シックス２,nan,T.クランシー,新潮文庫
83,レインボー・シックス３,nan,T.クランシー,新潮文庫
84,レインボー・シックス４,nan,T.クランシー,新潮文庫
85,教皇暗殺１,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
86,教皇暗殺２,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
87,教皇暗殺３,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
88,教皇暗殺４,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
89,国際テロ(上),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
90,国際テロ(下),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
91,デッド・オア・アライヴ(1),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
92,デッド・オア・アライヴ(2),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
93,デッド・オア・アライヴ(3),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
94,デッド・オア・アライヴ(4),ジャック・ライアンシリーズ,T.クランシー,新潮文庫
95,ライアンの代価1,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
96,ライアンの代価2,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
97,ライアンの代価3,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
98,ライアンの代価4,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
99,米中開戦1,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
100,米中開戦2,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
101,米中開戦3,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
102,米中開戦4,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
103,米露開戦1,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
104,米露開戦2,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
105,米露開戦3,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
106,米露開戦4,ジャック・ライアンシリーズ,T.クランシー,新潮文庫
107,猫は殺しをかぎつける,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
108,猫は手がかりを読む,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
109,猫はソファをかじる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
110,猫はスイッチを入れる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
111,猫は１４の謎をもつ,nan,リリアン.J.ブラウン,ハヤカワ文庫
112,猫はシェイクスピアを知っている,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
113,猫は糊をなめる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
114,猫は床下にもぐる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
115,猫は幽霊と話す,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
116,猫はペントハウスに住む,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
117,猫は鳥を見つめる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
118,猫は山をも動かす,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
119,猫は留守番をする,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
120,猫はクロゼットに隠れる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
121,猫は島へ渡る,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
122,猫は汽笛を鳴らす,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
123,猫はチーズをねだる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
124,猫は泥棒を追いかける,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
125,猫は鳥と歌う,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
126,猫はブラームスを演奏する,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
127,猫は郵便配達をする,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
128,猫は流れ星を見る,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
129,猫はコインを貯める,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
130,猫は火事場にかけつける,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
131,猫は川辺で首をかしげる,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
132,猫は銀幕にデビューする,nan,リリアン.J.ブラウン,ハヤカワ文庫
133,猫は日記をつける,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
134,猫は七面鳥とおしゃべりする,シャム猫ココシリーズ,リリアン.J.ブラウン,ハヤカワ文庫
135,猫は爆弾を落とす,nan,リリアン.J.ブラウン,ハヤカワ文庫
136,猫はひげを自慢する,nan,リリアン.J.ブラウン,ハヤカワ文庫
137,氷山を狙え,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
138,タイタニックを引き揚げろ,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
139,QD弾頭を回収せよ,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
140,マンハッタン特急を探せ,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
141,海中密輸ルートを探れ,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
142,スターバック号を奪回せよ,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
143,大統領誘拐の謎を追え(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
144,大統領誘拐の謎を追え(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
145,ラドラダの秘宝を探せ(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
146,ラドラダの秘宝を探せ(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
147,古代ローマ船の航跡をたどれ(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
148,古代ローマ船の航跡をたどれ(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
149,ドラゴンセンターを破壊せよ(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
150,ドラゴンセンターを破壊せよ(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
151,死のサハラを脱出せよ(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
152,死のサハラを脱出せよ(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
153,インカの黄金を追え(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
154,インカの黄金を追え(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
155,殺戮衝撃波を断て(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
156,殺戮衝撃波を断て(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
157,暴虐の奔流を止めろ(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
158,暴虐の奔流を止めろ(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
159,コロンブスの呪縛を解け(上),NUMAファイルシリーズ,クライブ・カッスラー,新潮文庫
160,コロンブスの呪縛を解け(下),NUMAファイルシリーズ,クライブ・カッスラー,新潮文庫
161,アトランティスを発見せよ（上）,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
162,アトランティスを発見せよ（下）,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
163,マンハッタンを死守せよ（上）,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
164,マンハッタンを死守せよ（下）,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
165,オデッセイの脅威を暴け（上）,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
166,オデッセイの脅威を暴け（下）,ダークピットシリーズ,クライブ・カッスラー,新潮文庫
167,極東細菌テロを爆砕せよ(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
168,極東細菌テロを爆砕せよ(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
169,ハーンの秘宝を奪取せよ(上),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
170,ハーンの秘宝を奪取せよ(下),ダークピットシリーズ,クライブ・カッスラー,新潮文庫
171,消されかけた男,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
172,別れを告げに来た男,nan,フリーマントル,新潮文庫
173,再び消されかけた男,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
174,呼び出された男,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
175,ディーケンの戦い,nan,フリーマントル,新潮文庫
176,黄金をつくる男,nan,フリーマントル,新潮文庫
177,十一月の男,nan,フリーマントル,新潮文庫
178,罠にかけられた男,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
179,追いつめられた男,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
180,収容所から出された男,nan,フリーマントル,新潮文庫
181,最後に笑った男(上),nan,フリーマントル,新潮文庫
182,最後に笑った男(下),nan,フリーマントル,新潮文庫
183,亡命者はモスクワをめざす,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
184,名門ホテル乗っ取り工作,nan,フリーマントル,新潮文庫
185,暗殺者を愛した女,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
186,クレムリン・キス,nan,フリーマントル,新潮文庫
187,第五の日に帰って行った男,nan,フリーマントル,新潮文庫
188,裏切り,nan,フリーマントル,新潮文庫
189,終わりなき復讐,nan,フリーマントル,新潮文庫
190,暗殺者オファレルの原則,nan,フリーマントル,新潮文庫
191,狙撃,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
192,十二の秘密指令,nan,フリーマントル,新潮文庫
193,おとり捜査,nan,フリーマントル,新潮文庫
194,嘘に抱かれた女,nan,フリーマントル,新潮文庫
195,報復(上),チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
196,報復(下),チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
197,流出(上),チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
198,流出(下),チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
199,屍体配達人(上),プロファイリング・シリーズ,フリーマントル,新潮文庫
200,屍体配達人(下),プロファイリング・シリーズ,フリーマントル,新潮文庫
201,英雄(上),ダニーロフ＆カウリーシリーズ,フリーマントル,新潮文庫
202,英雄(下),ダニーロフ＆カウリーシリーズ,フリーマントル,新潮文庫
203,虐待者(上),プロファイリング・シリーズ,フリーマントル,新潮文庫
204,虐待者(下),プロファイリング・シリーズ,フリーマントル,新潮文庫
205,待たれていた男（上）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
206,待たれていた男（下）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
207,城壁に手をかけた男（上）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
208,城壁に手をかけた男（下）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
209,シャーロックホームズの息子(上),nan,フリーマントル,新潮文庫
210,シャーロックホームズの息子(下),nan,フリーマントル,新潮文庫
211,知りすぎた女,nan,フリーマントル,新潮文庫
212,ホームズ二世のロシア秘録,nan,フリーマントル,新潮文庫
213,殺人にうってつけの日,nan,フリーマントル,新潮文庫
214,ネームドロッパー　上,nan,フリーマントル,新潮文庫
215,ネームドロッパー　下,nan,フリーマントル,新潮文庫
216,片腕をなくした男(上),チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
217,片腕をなくした男(下),チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
218,顔をなくした男（上）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
219,顔をなくした男（下）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
220,魂をなくした男（上）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
221,魂をなくした男（下）,チャーリー・マフィンシリーズ,フリーマントル,新潮文庫
222,エディ・フランクスの選択(上),nan,フリーマントル,角川文庫
223,エディ・フランクスの選択(下),nan,フリーマントル,角川文庫
224,ジャッカルの日,nan,フォーサイス,角川文庫
225,悪魔の選択(上),nan,フォーサイス,角川文庫
226,悪魔の選択(下),nan,フォーサイス,角川文庫
227,第四の核(上),nan,フォーサイス,角川文庫
228,第四の核(下),nan,フォーサイス,角川文庫
229,騙し屋,サム・マクレディ４部作第１作,フォーサイス,角川文庫
230,売国奴の持参金,サム・マクレディ４部作第２作,フォーサイス,角川文庫
231,戦争の犠牲者,サム・マクレディ４部作第３作,フォーサイス,角川文庫
232,カリブの失楽園,サム・マクレディ４部作第４作,フォーサイス,角川文庫
233,スナップ・ショット,nan,A.J.クィネル,新潮文庫
234,血の絆,nan,A.J.クィネル,新潮文庫
235,サン・カルロの対決,nan,A.J.クィネル,新潮文庫
236,メッカを撃て,nan,A.J.クィネル,新潮文庫
237,ヴァチカンからの暗殺者,nan,A.J.クィネル,新潮文庫
238,イローナの四人の父親,nan,A.J.クィネル,新潮文庫
239,パーフェクト・キル,クリーシィシリーズ第２作,A.J.クィネル,新潮文庫
240,燃える男,クリーシィシリーズ第１作,A.J.クィネル,新潮文庫
241,ブルー・リング,クリーシィシリーズ第３作,A.J.クィネル,新潮文庫
242,ブラック・ホーン,クリーシィシリーズ第４作,A.J.クィネル,新潮文庫
243,地獄からのメッセージ,クリーシィシリーズ第５作,A.J.クィネル,新潮文庫
244,ラム君、奮闘す,ドナルド・ラムとバーサ・クールシリーズ,A.A.フェア（E.S.ガードナー）,ハヤカワ・ミステリ文庫
245,黄金の煉瓦,ドナルド・ラムとバーサ・クールシリーズ,A.A.フェア（E.S.ガードナー）,ハヤカワ・ミステリ文庫
246,倍額保険,ドナルド・ラムとバーサ・クールシリーズ,A.A.フェア（E.S.ガードナー）,ハヤカワ・ミステリ文庫
247,大当たりを当てろ,ドナルド・ラムとバーサ・クールシリーズ,A.A.フェア（E.S.ガードナー）,ハヤカワ・ミステリ文庫
248,猫は夜中に散歩する,ドナルド・ラムとバーサ・クールシリーズ,A.A.フェア（E.S.ガードナー）,ハヤカワ・ミステリ文庫
249,コウモリは夕方に飛ぶ,ドナルド・ラムとバーサ・クールシリーズ,A.A.フェア（E.S.ガードナー）,ハヤカワ・ミステリ文庫
250,評決のとき(上),nan,J.グリシャム,新潮文庫
251,評決のとき(下),nan,J.グリシャム,新潮文庫
252,法律事務所(上),nan,J.グリシャム,新潮文庫
253,法律事務所(下),nan,J.グリシャム,新潮文庫
254,ペリカン文書(上),nan,J.グリシャム,新潮文庫
255,ペリカン文書(下),nan,J.グリシャム,新潮文庫
256,依頼人(上),nan,J.グリシャム,新潮文庫
257,依頼人(下),nan,J.グリシャム,新潮文庫
258,処刑室（上）,nan,J.グリシャム,新潮文庫
259,処刑室（下）,nan,J.グリシャム,新潮文庫
260,原告側弁護人(上),nan,J.グリシャム,新潮文庫
261,原告側弁護人(下),nan,J.グリシャム,新潮文庫
262,陪審評決（上）,nan,J.グリシャム,新潮文庫
263,陪審評決（下）,nan,J.グリシャム,新潮文庫
264,パートナー（上）,nan,J.グリシャム,新潮文庫
265,パートナー（下）,nan,J.グリシャム,新潮文庫
266,路上の弁護士（上）,nan,J.グリシャム,新潮文庫
267,路上の弁護士（下）,nan,J.グリシャム,新潮文庫
268,ホテル(上),nan,アーサー・ヘイリー,新潮文庫
269,ホテル(下),nan,アーサー・ヘイリー,新潮文庫
270,エネルギー(上),nan,アーサー・ヘイリー,新潮文庫
271,エネルギー(下),nan,アーサー・ヘイリー,新潮文庫
272,ニュースキャスター(上),nan,アーサー・ヘイリー,新潮文庫
273,ニュースキャスター(下),nan,アーサー・ヘイリー,新潮文庫
274,おばちゃまは飛び入りスパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
275,おばちゃまはイスタンブール,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
276,おばちゃまはサファリ・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
277,おばちゃまはアルペン・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
278,おばちゃまは東欧スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
279,おばちゃまはシルクロード,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
280,おばちゃまは香港スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
281,おばちゃまはハネムーン,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
282,おばちゃまはアラブ・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
283,おばちゃまはシチリア・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
284,おばちゃまはサーカス・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
285,おばちゃまはアフリカ・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
286,おばちゃまはヨルダン・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
287,おばちゃまはシリア・スパイ,ミセス・ポリファックス・シリーズ,ドロシー・ギルマン,集英社文庫
288,スパイよさらば,nan,ジャック・ウィンチェスター(フリーマントル),文春文庫
289,スパイよさらば,nan,ジャック・ウィンチェスター(フリーマントル),新潮文庫
290,チャイナ・ホワイト,nan,トニー・ケンリック,角川文庫
291,消えたV1発射基地,nan,トニー・ケンリック,角川文庫
292,スカイジャック,nan,トニー・ケンリック,角川文庫
293,誰が為に爆弾は鳴る,nan,トニー・ケンリック,角川文庫
294,リリアンと悪党ども,nan,トニー・ケンリック,角川文庫
295,マイ・フェア・レディーズ,nan,トニー・ケンリック,角川文庫
296,暗くなるまで待て,nan,トニー・ケンリック,角川文庫
297,俺たちには今日がある,nan,トニー・ケンリック,角川文庫
298,上海サプライズ,nan,トニー・ケンリック,角川文庫
299,三人のイカれる男,nan,トニー・ケンリック,角川文庫
300,バーニーよ銃をとれ,nan,トニー・ケンリック,角川文庫
301,百万ドルをとり返せ！,nan,ジェフリー・アーチャー,新潮文庫
302,大統領に知らせますか？,nan,ジェフリー・アーチャー,新潮文庫
303,ケインとアベル(上),nan,ジェフリー・アーチャー,新潮文庫
304,ケインとアベル(下),nan,ジェフリー・アーチャー,新潮文庫
305,ロスノフスキ家の娘(上),nan,ジェフリー・アーチャー,新潮文庫
306,ロスノフスキ家の娘(下),nan,ジェフリー・アーチャー,新潮文庫
307,めざせダウニング街10番地,nan,ジェフリー・アーチャー,新潮文庫
308,ロシア皇帝の密約,nan,ジェフリー・アーチャー,新潮文庫
309,十二本の毒矢,nan,ジェフリー・アーチャー,新潮文庫
310,新版大統領に知らせますか？,nan,ジェフリー・アーチャー,新潮文庫
311,十二の意外な結末,nan,ジェフリー・アーチャー,新潮文庫
312,チェルシー・テラスへの道(上),nan,ジェフリー・アーチャー,新潮文庫
